#include "libanogs.so.h"


    bVar1 = *(byte *)(param_1 + (int)uStack_8) ^ uStack_4;
    uStack_4 = uStack_4 + 1;
    *(byte *)(param_3 + (int)uStack_8) = bVar1;
  }
  return;
}



undefined8 FUN_002de15c(ushort param_1)

{
  undefined8 uVar1;
  undefined8 uVar2;
  long lVar3;
  
  if ((DAT_0066ee88 & 1) == 0) {
    uVar1 = FUN_00315248();
    uVar2 = FUN_005f4b54(0xacbf);
    lVar3 = FUN_00316b1c(uVar1,uVar2);
    if (lVar3 != 0) {
      uVar1 = FUN_005f7dc8(0xb200);
      FUN_002da060(uVar2,uVar1,*(undefined8 *)(lVar3 + 0x40),*(undefined8 *)(lVar3 + 0x48),0);
    }
    DAT_0066ee88 = 1;
  }
  uVar1 = FUN_003d6d3c();
  lVar3 = FUN_0033acdc(uVar1,67899999,0);
  if (lVar3 == 0x94) {
    uVar1 = FUN_003d6d3c();
    uVar1 = FUN_0033acdc(uVar1,(ulong)param_1 + 67800000,0);
    return uVar1;
  }
  return 0;
}



void FUN_002de21c(uint param_1,long param_2)

{
  uint uVar1;
  uint uVar2;
  bool bVar3;
  bool bVar4;
  long lVar5;
  ulong uVar6;
  long *plVar7;
  ulong uVar8;
  long *plVar9;
  ulong uVar10;
  undefined8 *unaff_x25;
  undefined8 unaff_x26;
  
  lVar5 = FUN_003d6d3c();
  if (*(int *)(lVar5 + 0x3ac) != 0) {
    return;
  }
  uVar1 = param_1 >> 0x18 & 3;
  uVar2 = param_1 >> 5 & 0x1f;
  if (uVar1 == 1) {
    plVar9 = (long *)(param_2 + (ulong)uVar2 * 8);
    bVar3 = false;
    uVar6 = (ulong)(param_1 >> 10 & 0xfff) << (param_1 >> 0x1e);
    plVar7 = (long *)(param_2 + 0x100);
    uVar10 = 0;
    if (uVar2 != 0x1f) {
      plVar7 = plVar9;
    }
  }
  else {
    if (uVar1 != 0) {
      return;
    }
    lVar5 = FUN_003d6d3c();
    if (*(int *)(lVar5 + 0x3ac) != 0) {
                    // WARNING: Could not recover jumptable at 0x002de2cc. Too many branches
                    // WARNING: Treating indirect jump as call
      (*(code *)(ulong)*(byte *)*unaff_x25)((int)((ulong)unaff_x26 >> 0x20));
      return;
    }
    plVar9 = (long *)(param_2 + (ulong)uVar2 * 8);
    uVar8 = 0;
    if ((param_1 >> 0xc & 0x100) != 0) {
      uVar8 = 0xfffffffffffffe00;
    }
    uVar8 = uVar8 | param_1 >> 0xc & 0x1ff;
    plVar7 = (long *)(param_2 + 0x100);
    if (uVar2 != 0x1f) {
      plVar7 = plVar9;
    }
    bVar4 = (param_1 & 0xc00) != 0xc00;
    bVar3 = true;
    uVar6 = uVar8;
    if (bVar4) {
      uVar6 = 0;
    }
    uVar10 = 0;
    if (bVar4) {
      uVar10 = uVar8;
    }
  }
  lVar5 = *plVar7 + uVar6;
  if (param_1 >> 0x1e == 2) {
    uVar6 = FUN_002dea98(param_2,lVar5,4);
    uVar6 = uVar6 & 0xffffffff;
  }
  else {
    uVar6 = FUN_002dea98(param_2,lVar5,8);
  }
  *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = uVar6;
  if (bVar3) {
    plVar7 = (long *)(param_2 + 0x100);
    if (uVar2 != 0x1f) {
      plVar7 = plVar9;
    }
    *plVar7 = lVar5 + uVar10;
  }
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002de3c8(uint param_1,long param_2)

{
  long *plVar1;
  uint uVar2;
  uint uVar3;
  undefined4 uVar4;
  long lVar5;
  ulong uVar6;
  long lVar7;
  code *UNRECOVERED_JUMPTABLE;
  undefined8 uVar8;
  long lVar9;
  undefined1 auVar10 [16];
  undefined8 uStack0000000000000034;
  
  auVar10 = FUN_003d6d3c();
  if (*(int *)(auVar10._0_8_ + 0x3ac) == 0) {
    uVar2 = param_1 >> 0x10 & 0x1f;
    uVar3 = param_1 >> 5 & 0x1f;
    if (uVar2 == 0x1f) {
      uVar8 = 0;
    }
    else {
      uVar8 = *(undefined8 *)(param_2 + (ulong)uVar2 * 8);
    }
    uVar4 = FUN_002deba0(param_1 >> 0xd & 7);
    UNRECOVERED_JUMPTABLE = (code *)(ulong)(-(param_1 >> 0xc & 1) & param_1 >> 0x1e);
    lVar5 = FUN_002debfc(uVar8,uVar4);
    plVar1 = (long *)(param_2 + 0x100);
    if (uVar3 != 0x1f) {
      plVar1 = (long *)(param_2 + (ulong)uVar3 * 8);
    }
    lVar9 = *plVar1;
    if (param_1 >> 0x1e == 2) {
      uVar6 = FUN_002dea98(param_2,lVar9 + lVar5,4);
      uVar6 = uVar6 & 0xffffffff;
    }
    else {
      lVar7 = FUN_003d6d3c();
      if (*(int *)(lVar7 + 0x3ac) != 0) {
                    // WARNING: Could not recover jumptable at 0x002de4d8. Too many branches
                    // WARNING: Treating indirect jump as call
        (*UNRECOVERED_JUMPTABLE)();
        return;
      }
      uVar6 = FUN_002dea98(param_2,lVar9 + lVar5,8);
    }
    *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = uVar6;
    *(undefined4 *)(param_2 + 0x120) = 0;
    return;
  }
  if (4 < auVar10._8_8_) {
    uStack0000000000000034 = 0xa5ecc0fa;
    (*(code *)&LAB_00000004)();
    return;
  }
  return;
}



void FUN_002de558(int param_1,long param_2)

{
  int iVar1;
  long lVar2;
  ulong uVar3;
  
  uVar3 = 0;
  if (((uint)(param_1 << 2) >> 0x1b & 1) != 0) {
    uVar3 = 0xfffffffff0000000;
  }
  uVar3 = uVar3 | param_1 << 2 & 0xffffffc;
  if (uVar3 == 0x48d158) {
    iVar1 = FUN_002dc92c(*(undefined8 *)(param_2 + 400),*(undefined8 *)(param_2 + 0x108));
    if (iVar1 == 0) {
      return;
    }
    lVar2 = *(long *)(param_2 + 0x108);
    *(long *)(param_2 + 0x108) = (long)iVar1;
    *(long *)(param_2 + 0xf0) = lVar2 + 4;
  }
  else if (uVar3 == 0) {
    lVar2 = FUN_002dc964(*(undefined8 *)(param_2 + 400),*(undefined8 *)(param_2 + 0x108),
                         *(undefined1 *)(param_2 + 0x189));
    if (lVar2 == 0) {
      return;
    }
    *(long *)(param_2 + 0xf0) = *(long *)(param_2 + 0x108) + 4;
    FUN_002defc4(FUN_002ead7c,lVar2,param_2);
  }
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002de600(uint param_1,long param_2)

{
  uint uVar1;
  undefined8 uVar2;
  long lVar3;
  
  uVar1 = param_1 >> 5 & 0x1f;
  if (uVar1 == 0x1f) {
    uVar2 = 0;
  }
  else {
    uVar2 = *(undefined8 *)(param_2 + (ulong)uVar1 * 8);
  }
  lVar3 = *(long *)(param_2 + 0x108);
  *(undefined8 *)(param_2 + 0x108) = uVar2;
  *(undefined4 *)(param_2 + 0x120) = 0;
  *(long *)(param_2 + 0xf0) = lVar3 + 4;
  return;
}



void FUN_002de630(uint param_1)

{
  uint uVar1;
  
  uVar1 = 2;
  if ((param_1 >> 5 & 0x1f) != 0x1f) {
    uVar1 = 0;
  }
                    // WARNING: Could not recover jumptable at 0x002de668. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062ea90)[uVar1])();
  return;
}



void FUN_002de688(int param_1)

{
  uint uVar1;
  
  uVar1 = 0;
  if (0x270 < (param_1 - 20000U >> 4 & 0xfff)) {
    uVar1 = 9;
  }
                    // WARNING: Could not recover jumptable at 0x002de6cc. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062eab0)[uVar1])();
  return;
}



undefined ** FUN_002de7ac(void)

{
  return &PTR_FUN_0062ea38;
}



void FUN_002de7b8(uint param_1,long param_2)

{
  uint uVar1;
  
  *(undefined4 *)(param_2 + 0x120) = 1;
  uVar1 = 0x13;
  if ((param_1 & 0xa000000) != 0x8000000) {
    uVar1 = 9;
  }
                    // WARNING: Could not recover jumptable at 0x002de81c. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062eb10)[uVar1])();
  return;
}



void FUN_002dea98(long param_1)

{
  uint uVar1;
  
  uVar1 = 2;
  if (*(long *)(param_1 + 0x3f8) != 0) {
    uVar1 = 5;
  }
                    // WARNING: Could not recover jumptable at 0x002deae8. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062ebf0)[uVar1])();
  return;
}



undefined1 FUN_002deb80(undefined1 *param_1)

{
  return *param_1;
}



undefined2 FUN_002deb88(undefined2 *param_1)

{
  return *param_1;
}



undefined4 FUN_002deb90(undefined4 *param_1)

{
  return *param_1;
}



undefined8 FUN_002deb98(undefined8 *param_1)

{
  return *param_1;
}



void FUN_002deba0(uint param_1)

{
  uint uVar1;
  
  uVar1 = 2;
  if (6 < param_1) {
    uVar1 = 1;
  }
                    // WARNING: Could not recover jumptable at 0x002debdc. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_FUN_0062ec30)[uVar1])();
  return;
}



void FUN_002debfc(undefined8 param_1,int param_2,int param_3)

{
  uint uVar1;
  undefined8 uVar2;
  
  if (param_2 < 5) {
    if (param_2 == 1) {
      uVar1 = 2;
      if (param_3 != 0x40) {
        uVar1 = 0xd;
      }
                    // WARNING: Could not recover jumptable at 0x002deda0. Too many branches
                    // WARNING: Treating indirect jump as call
      (*(code *)(&PTR_LAB_0062ec50)[uVar1])(0);
      return;
    }
    if (param_2 == 2) {
      uVar1 = 2;
      if (param_3 != 0x40) {
        uVar1 = 0xd;
      }
                    // WARNING: Could not recover jumptable at 0x002defc0. Too many branches
                    // WARNING: Treating indirect jump as call
      (*(code *)(&PTR_LAB_0062ec50)[uVar1])(0);
      return;
    }
    if (param_2 == 3) {
      uVar1 = 2;
      if (param_3 != 0x40) {
        uVar1 = 0xd;
      }
                    // WARNING: Could not recover jumptable at 0x002dece4. Too many branches
                    // WARNING: Treating indirect jump as call
      (*(code *)(&PTR_LAB_0062ec50)[uVar1])(0);
      return;
    }
  }
  else if (param_2 < 7) {
    if (param_2 == 5) {
      uVar2 = 1;
      goto LAB_002dee78;
    }
    if (param_2 == 6) {
      uVar1 = 2;
      if (param_3 != 0x40) {
        uVar1 = 0xd;
      }
                    // WARNING: Could not recover jumptable at 0x002dec74. Too many branches
                    // WARNING: Treating indirect jump as call
      (*(code *)(&PTR_LAB_0062ec50)[uVar1])(1);
      return;
    }
  }
  else {
    if (param_2 == 7) {
      uVar1 = 2;
      if (param_3 != 0x40) {
        uVar1 = 0xd;
      }
                    // WARNING: Could not recover jumptable at 0x002def68. Too many branches
                    // WARNING: Treating indirect jump as call
      (*(code *)(&PTR_LAB_0062ec50)[uVar1])(1);
      return;
    }
    if (param_2 == 8) {
      uVar1 = 2;
      if (param_3 != 0x40) {
        uVar1 = 0xd;
      }
                    // WARNING: Could not recover jumptable at 0x002ded48. Too many branches
                    // WARNING: Treating indirect jump as call
      (*(code *)(&PTR_LAB_0062ec50)[uVar1])(1);
      return;
    }
  }
  uVar2 = 0;
LAB_002dee78:
  uVar1 = 2;
  if (param_3 != 0x40) {
    uVar1 = 0xd;
  }
                    // WARNING: Could not recover jumptable at 0x002deec4. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062ec50)[uVar1])(uVar2);
  return;
}



undefined8 FUN_002defc4(undefined8 param_1,code *param_2,undefined8 param_3)

{
  (*param_2)(param_3);
  return 0x4820;
}



void FUN_002df028(void)

{
  return;
}



void FUN_002df02c(uint param_1,undefined8 *param_2)

{
  code *pcVar1;
  undefined8 uVar2;
  
  if ((((param_1 & 0xe0001f) == 1) && ((param_1 >> 5 & 0xffff) < 0x20)) &&
     (pcVar1 = (code *)FUN_005c3968(), pcVar1 != (code *)0x0)) {
    uVar2 = (*pcVar1)(*(undefined4 *)(param_2 + 8),*param_2,param_2[1],param_2[2],param_2[3],
                      param_2[4],param_2[5],param_2[6]);
    *(undefined4 *)(param_2 + 0x24) = 0;
    param_2[0x39] = uVar2;
  }
  return;
}



void FUN_002df090(void)

{
  return;
}



void FUN_002df094(void)

{
  return;
}



void FUN_002df098(void)

{
  return;
}



void FUN_002df09c(void)

{
  return;
}



void FUN_002df0a0(void)

{
  return;
}



void FUN_002df0a4(void)

{
  return;
}



void FUN_002df0a8(void)

{
  return;
}



void FUN_002df0ac(void)

{
  return;
}



void FUN_002df0b0(void)

{
  return;
}



void FUN_002df0b4(uint param_1)

{
  uint uVar1;
  
  uVar1 = 7;
  if ((param_1 & 0x3f000000) != 0x8000000) {
    uVar1 = 2;
  }
                    // WARNING: Could not recover jumptable at 0x002df108. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062ecc0)[uVar1])();
  return;
}



void FUN_002df1ec(void)

{
  return;
}



void FUN_002df1f0(void)

{
  return;
}



void FUN_002df1f4(void)

{
  return;
}



void FUN_002df1f8(void)

{
  return;
}



void FUN_002df1fc(uint param_1)

{
  uint uVar1;
  
  uVar1 = 0;
  if ((param_1 >> 10 & 0x3f) != 2 || (param_1 & 0xa01f0000) != 0) {
    uVar1 = 8;
  }
                    // WARNING: Could not recover jumptable at 0x002df238. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062ed00)[uVar1])();
  return;
}



void FUN_002df324(void)

{
  return;
}



void FUN_002df328(void)

{
  return;
}



void FUN_002df32c(void)

{
  return;
}



void FUN_002df330(void)

{
  return;
}



void FUN_002df334(uint param_1,long param_2,code *param_3)

{
  ulong uVar1;
  ulong *puVar2;
  uint uVar3;
  uint uVar4;
  undefined8 *puVar5;
  undefined8 *puVar6;
  undefined4 uVar7;
  int iVar8;
  ulong uVar10;
  undefined8 uVar11;
  uint uVar12;
  ulong uVar13;
  undefined8 unaff_x30;
  undefined1 auVar14 [16];
  int iVar15;
  undefined4 uVar9;
  
  puVar6 = (undefined8 *)&stack0xffffffffffffffc0;
  puVar5 = (undefined8 *)&stack0xffffffffffffffc0;
  auVar14 = FUN_003d6d3c();
  uVar11 = auVar14._8_8_;
  uVar7 = 0;
  if (*(int *)(auVar14._0_8_ + 0x3ac) == 0) goto LAB_002df3e0;
  iVar15 = (int)((ulong)unaff_x30 >> 0x20);
  iVar8 = (int)unaff_x30;
  if (iVar8 < iVar15) {
    uVar12 = iVar8 * 2;
LAB_002df3bc:
    param_3 = (code *)puVar5[1];
    *(int *)(puVar5 + 2) = (int)*puVar5;
    puVar6 = puVar5;
  }
  else {
    uVar12 = (uint)(iVar8 <= iVar15);
    if (iVar8 > iVar15) {
      uVar12 = iVar15 + 3;
      puVar5 = (undefined8 *)&stack0x000001d0;
      goto LAB_002df3bc;
    }
  }
  (*param_3)(uVar12);
  uVar7 = *(undefined4 *)((long)puVar6 + 8);
  uVar11 = 0x1200129553105298;
LAB_002df3e0:
  uVar12 = param_1 >> 5 & 0x1f;
  uVar3 = param_1 >> 0x10 & 0x1f;
  uVar7 = FUN_002deba0(uVar7,param_1 >> 0xd & 7,uVar11);
  uVar4 = param_1 >> 10 & 7;
  puVar2 = (ulong *)(param_2 + 0x100);
  if (uVar12 != 0x1f) {
    puVar2 = (ulong *)(param_2 + (ulong)uVar12 * 8);
  }
  uVar13 = *puVar2;
  if ((int)param_1 < 0) {
    if (uVar3 != 0x1f) {
      uVar11 = *(undefined8 *)(param_2 + (ulong)uVar3 * 8);
    }
    else {
      uVar11 = 0;
    }
    uVar10 = FUN_002debfc(uVar11,uVar7,uVar4);
    uVar1 = (uVar10 & 0xffffffff) + (uVar13 & 0xffffffff);
    uVar13 = ((uVar1 & 0x100000000) + uVar10 & 0xffffffff00000000) + uVar13 & 0xffffffff00000000 |
             uVar1 & 0xffffffff;
  }
  else {
    if (uVar3 != 0x1f) {
      uVar9 = *(undefined4 *)(param_2 + (ulong)uVar3 * 8);
    }
    else {
      uVar9 = 0;
    }
    iVar8 = FUN_002debfc(uVar9,uVar7,uVar4);
    uVar13 = (ulong)(uint)(iVar8 + (int)uVar13);
  }
  if ((param_1 & 0x1f) == 0x1f) {
    *(ulong *)(param_2 + 0x100) = uVar13;
  }
  else {
    *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = uVar13;
  }
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002df498(uint param_1,long param_2)

{
  ulong uVar1;
  ulong *puVar2;
  uint uVar3;
  uint uVar4;
  ulong uVar5;
  
  uVar3 = param_1 >> 5 & 0x1f;
  uVar4 = param_1 >> 10 & 0xfff;
  puVar2 = (ulong *)(param_2 + 0x100);
  if (uVar3 != 0x1f) {
    puVar2 = (ulong *)(param_2 + (ulong)uVar3 * 8);
  }
  uVar5 = *puVar2;
  if ((int)param_1 < 0) {
    uVar1 = (ulong)uVar4;
    if ((param_1 & 0x400000) != 0) {
      uVar1 = (ulong)uVar4 << 0xc;
    }
    uVar1 = uVar1 + (uVar5 & 0xffffffff);
    uVar5 = (uVar1 & 0x100000000) + uVar5 & 0xffffffff00000000 | uVar1 & 0xffffffff;
  }
  else {
    if ((param_1 & 0x400000) != 0) {
      uVar4 = uVar4 << 0xc;
    }
    uVar5 = (ulong)(uVar4 + (int)uVar5);
  }
  if ((param_1 & 0x1f) == 0x1f) {
    *(ulong *)(param_2 + 0x100) = uVar5;
  }
  else {
    *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = uVar5;
  }
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002df50c(uint param_1,undefined8 param_2)

{
  uint uVar1;
  
  uVar1 = 9;
  if ((int)param_1 < 0) {
    uVar1 = 0xb;
  }
                    // WARNING: Could not recover jumptable at 0x002df570. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062ed50)[uVar1])(param_1 >> 0x16 & 3,param_1,param_2,param_1 >> 10 & 0x3f);
  return;
}



void FUN_002df67c(void)

{
  return;
}



void FUN_002df680(void)

{
  return;
}



void FUN_002df684(uint param_1,long param_2)

{
  ulong uVar1;
  ulong uVar2;
  ulong *puVar3;
  long lVar4;
  ulong uVar5;
  bool bVar6;
  uint uVar7;
  ulong uVar8;
  ulong uVar9;
  uint uVar10;
  
  uVar7 = param_1 >> 5 & 0x1f;
  puVar3 = (ulong *)(param_2 + 0x100);
  if (uVar7 != 0x1f) {
    puVar3 = (ulong *)(param_2 + (ulong)uVar7 * 8);
  }
  uVar9 = *puVar3;
  uVar7 = param_1 >> 10 & 0xfff;
  if ((int)param_1 < 0) {
    uVar1 = (ulong)uVar7;
    if ((param_1 & 0x400000) != 0) {
      uVar1 = (ulong)uVar7 << 0xc;
    }
    uVar1 = uVar1 + (uVar9 & 0xffffffff);
    uVar2 = (uVar1 >> 0x20) + (uVar9 >> 0x20);
    uVar7 = (uint)uVar2;
    uVar5 = 0;
    if ((int)uVar7 < 0) {
      uVar5 = 0xffffffff00000000;
    }
    uVar8 = uVar1 & 0xffffffff | uVar2 << 0x20;
    uVar10 = 0x40000000;
    if (uVar7 != 0 || (uVar1 & 0xffffffff) != 0) {
      uVar10 = 0;
    }
    bVar6 = (uVar5 | uVar2 & 0xffffffff) != uVar2 + ((long)uVar9 >> 0x3f & 0xffffffff00000000U);
    uVar10 = uVar7 & 0x80000000 | *(uint *)(param_2 + 0x110) & 0xfffffff |
             (uint)(uVar2 >> 3) & 0x20000000 | uVar10;
  }
  else {
    if ((param_1 & 0x400000) != 0) {
      uVar7 = uVar7 << 0xc;
    }
    uVar1 = (ulong)uVar7 + (uVar9 & 0xffffffff);
    lVar4 = 0;
    if ((int)uVar9 < 0) {
      lVar4 = -0x100000000;
    }
    uVar7 = (uint)uVar1;
    uVar9 = 0;
    if ((int)uVar7 < 0) {
      uVar9 = 0xffffffff00000000;
    }
    uVar8 = uVar1 & 0xffffffff;
    bVar6 = (uVar9 | uVar1 & 0xffffffff) != uVar1 + lVar4;
    uVar10 = uVar7 & 0x80000000 | *(uint *)(param_2 + 0x110) & 0xfffffff |
             (uint)(uVar7 == 0) << 0x1e | (uint)(uVar1 >> 3) & 0x20000000;
  }
  *(uint *)(param_2 + 0x110) = uVar10 | (uint)bVar6 << 0x1c;
  *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = uVar8;
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002df784(uint param_1,undefined8 param_2)

{
  uint uVar1;
  
  uVar1 = 0;
  if ((int)param_1 < 0) {
    uVar1 = 10;
  }
                    // WARNING: Could not recover jumptable at 0x002df7d8. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062edb0)[uVar1])(param_1 >> 0x16 & 3,param_1,param_2,param_1 >> 10 & 0x3f);
  return;
}



void FUN_002df9ac(uint param_1,long param_2)

{
  uint uVar1;
  ulong uVar2;
  
  *(undefined4 *)(param_2 + 0x120) = 0;
  uVar1 = param_1 >> 3 & 0x1ffffc | param_1 >> 0x1d & 3;
  uVar2 = 0;
  if (0xfffff < uVar1) {
    uVar2 = 0xffffffffffe00000;
  }
  *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = (uVar2 | uVar1) + *(long *)(param_2 + 0x108);
  return;
}



void FUN_002df9e0(uint param_1,long param_2)

{
  ulong uVar1;
  
  *(undefined4 *)(param_2 + 0x120) = 0;
  uVar1 = 0;
  if ((param_1 >> 5 & 0x40000) != 0) {
    uVar1 = 0xfffffffe00000000;
  }
  *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) =
       ((ulong)(param_1 >> 0x11 & 0x3000) | (ulong)(param_1 >> 5 & 0x7ffff) << 0xe | uVar1) +
       (*(ulong *)(param_2 + 0x108) & 0xfffffffffffff000);
  return;
}



void FUN_002dfa20(uint param_1,long param_2)

{
  uint uVar1;
  uint uVar2;
  ulong uVar3;
  uint uVar4;
  uint uVar5;
  int iVar6;
  uint uVar7;
  uint uVar8;
  uint uVar9;
  ulong uVar10;
  ulong uVar11;
  
  uVar7 = param_1 >> 0x10;
  uVar4 = param_1 >> 5 & 0x1f;
  uVar5 = param_1 >> 10 & 0x3f;
  uVar10 = 0;
  uVar11 = 0x3f;
  uVar9 = (uVar7 & 0x40 | param_1 >> 10 & 0x3f) ^ 0x3f;
  if ((int)param_1 < 0) {
    do {
      if ((int)uVar11 < 0) {
        uVar9 = 0x3f;
        uVar8 = 0xffffffff;
        goto LAB_002dfb98;
      }
      uVar3 = uVar11 & 0x3f;
      uVar11 = uVar11 - 1;
      uVar10 = uVar10 + 1;
    } while ((uVar9 >> uVar3 & 1) == 0);
    if ((int)uVar10 == 0x40) {
      uVar8 = 0;
      uVar9 = 0;
    }
    else {
      uVar8 = 0x40 - (int)uVar10;
      uVar9 = (uint)(0xffffffffffffffff >> (uVar10 & 0x3f)) & 0x3f;
      if (0x3f < uVar8) {
        uVar9 = 0x3f;
      }
    }
LAB_002dfb98:
    uVar2 = 1 << (ulong)(uVar8 & 0x1f);
    uVar10 = 0xffffffffffffffff >> ((ulong)-uVar2 & 0x3f);
    uVar1 = uVar2 - 1 & uVar7 & uVar9;
    if (5 < uVar8) {
      uVar10 = 0xffffffffffffffff;
    }
    uVar10 = uVar10 & 0xffffffffffffffffU >> (uVar9 & uVar5 ^ 0x3f);
    if ((uVar7 & uVar9) != 0) {
      uVar10 = uVar10 << ((ulong)(uVar2 - uVar1) & 0x3f) | uVar10 >> uVar1;
    }
    uVar11 = uVar10;
    if (uVar8 != 6) {
      if (uVar8 < 7) {
        uVar9 = 0x40 >> (ulong)(uVar8 & 0x1f);
        uVar11 = 0;
        do {
          uVar9 = uVar9 - 1;
          uVar11 = uVar11 << ((ulong)uVar2 & 0x3f) | uVar10;
        } while (uVar9 != 0);
      }
      else {
        uVar11 = 0;
      }
    }
    if (uVar4 == 0x1f) {
      uVar10 = 0;
    }
    else {
      uVar10 = *(ulong *)(param_2 + (ulong)uVar4 * 8);
    }
    uVar10 = uVar10 & uVar11;
  }
  else {
    do {
      if ((int)uVar11 < 0) {
        uVar9 = 0xffffffff;
        uVar8 = 0x3f;
        goto LAB_002dfab4;
      }
      uVar3 = uVar11 & 0x3f;
      uVar11 = uVar11 - 1;
      uVar10 = uVar10 + 1;
    } while ((uVar9 >> uVar3 & 1) == 0);
    iVar6 = (int)uVar10;
    uVar1 = (uint)(0xffffffffffffffff >> (uVar10 & 0x3f)) & 0x3f;
    if (0x3f < 0x40U - iVar6) {
      uVar1 = 0x3f;
    }
    uVar9 = 0;
    if (iVar6 != 0x40) {
      uVar9 = 0x40U - iVar6;
    }
    uVar8 = 0;
    if (iVar6 != 0x40) {
      uVar8 = uVar1;
    }
LAB_002dfab4:
    uVar1 = 1 << (ulong)(uVar9 & 0x1f);
    uVar10 = 0xffffffff;
    if (uVar9 < 6) {
      uVar10 = 0xffffffffffffffffU >> ((ulong)-uVar1 & 0x3f) & 0xffffffff;
    }
    uVar2 = uVar1 - 1 & uVar7 & uVar8;
    uVar10 = uVar10 & 0xffffffffffffffffU >> (uVar8 & uVar5 ^ 0x3f);
    if ((uVar7 & uVar8) != 0) {
      uVar10 = uVar10 << ((ulong)(uVar1 - uVar2) & 0x3f) | uVar10 >> uVar2;
    }
    uVar11 = uVar10;
    if (uVar9 != 5) {
      uVar11 = 0;
    }
    uVar7 = (uint)uVar11;
    if (uVar9 < 5) {
      uVar9 = 0x20 >> (ulong)(uVar9 & 0x1f);
      uVar11 = 0;
      do {
        uVar9 = uVar9 - 1;
        uVar11 = uVar11 << ((ulong)uVar1 & 0x3f) | uVar10;
      } while (uVar9 != 0);
      uVar7 = (uint)uVar11;
    }
    if (uVar4 == 0x1f) {
      uVar9 = 0;
    }
    else {
      uVar9 = (uint)*(undefined8 *)(param_2 + (ulong)uVar4 * 8);
    }
    uVar10 = (ulong)(uVar9 & uVar7);
  }
  if ((param_1 & 0x1f) == 0x1f) {
    *(ulong *)(param_2 + 0x100) = uVar10;
  }
  else {
    *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = uVar10;
  }
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002dfc4c(uint param_1,undefined8 param_2)

{
  uint uVar1;
  
  uVar1 = 0;
  if ((int)param_1 < 0) {
    uVar1 = 10;
  }
                    // WARNING: Could not recover jumptable at 0x002dfc9c. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062ee10)[uVar1])(param_1 >> 0x16 & 3,param_1,param_2,param_1 >> 10 & 0x3f);
  return;
}



// WARNING: Removing unreachable block (ram,0x002dffcc)
// WARNING: Removing unreachable block (ram,0x002e0128)
// WARNING: Removing unreachable block (ram,0x002e0024)

void FUN_002dfd94(uint param_1,long param_2)

{
  int iVar1;
  uint uVar2;
  ulong uVar3;
  uint uVar4;
  
  uVar4 = param_1 >> 5 & 0x1f;
  switch(((int)param_1 >> 0x1f ^ 0xffffffffU) & 0xf) {
  case 0:
                    // WARNING: Could not recover jumptable at 0x002dfef8. Too many branches
                    // WARNING: Treating indirect jump as call
    (*(code *)PTR_LAB_0062ef30)();
    return;
  case 1:
    uVar3 = *(ulong *)(param_2 + (ulong)uVar4 * 8) & (ulong)(param_1 >> 10 & 0x3f);
    uVar4 = *(uint *)(param_2 + 0x110) & 0xfffffff | (uint)(uVar3 == 0) << 0x1e;
    break;
  case 2:
    goto LAB_002dff80;
  case 3:
    goto LAB_002e01a0;
